scenario,method,iteration,score,category
fu,climate change,2019,2.5298060429619063,market mixes
fu,climate change,2020,2.5298154797153822,market mixes
fu,climate change,2021,2.5373446031469618,market mixes
fu,climate change,2022,2.538055128215875,market mixes
fu,climate change,2023,2.537545550540284,market mixes
fu,climate change,2024,2.536927013373405,market mixes
fu,climate change,2025,2.539381580288673,market mixes
fu,climate change,2026,2.5394087823154265,market mixes
fu,climate change,2027,2.517197766052514,market mixes
fu,climate change,2028,2.517433063805766,market mixes
fu,climate change,2029,2.517433065374803,market mixes
fu,climate change,2030,2.5173205658574447,market mixes
fu,climate change,2031,2.516545805396527,market mixes
fu,climate change,2032,2.5152963482723454,market mixes
fu,climate change,2033,2.51695812523048,market mixes
fu,climate change,2034,2.516958125293026,market mixes
fu,climate change,2035,2.5170676221069654,market mixes
fu,climate change,2036,2.5173303307863373,market mixes
fu,climate change,2037,2.517340038985288,market mixes
fu,climate change,2038,2.5183422976969996,market mixes
fu,climate change,2039,2.5071261294333755,market mixes
fu,climate change,2040,2.5057359078928383,market mixes
fu,climate change,2041,2.5056022952071975,market mixes
fu,climate change,2042,2.504318005073732,market mixes
fu,climate change,2043,2.504011098092298,market mixes
fu,climate change,2044,2.5238282837114854,market mixes
fu,climate change,2045,2.5276036699418447,market mixes
fu,climate change,2046,2.5276036698851896,market mixes
fu,climate change,2047,2.5236294770716667,market mixes
fu,climate change,2048,2.517285714578087,market mixes
fu,climate change,2049,2.5194865432974374,market mixes
fu,climate change,2050,2.519486543330678,market mixes
fu,climate change,2051,2.5194803193943196,market mixes
fu,climate change,2052,2.5194828014218977,market mixes
fu,climate change,2053,2.5195133245703007,market mixes
fu,climate change,2054,2.5166432821533093,market mixes
fu,climate change,2055,2.5164997131780757,market mixes
fu,climate change,2056,2.518727016760326,market mixes
fu,climate change,2057,2.51800199760113,market mixes
fu,climate change,2058,2.517674672843703,market mixes
fu,climate change,2059,2.5179360551696557,market mixes
fu,climate change,2060,2.5170538743932007,market mixes
fu,climate change,2061,2.5155833590028527,market mixes
fu,climate change,2062,2.516804326993569,market mixes
fu,climate change,2063,2.5819080796385903,market mixes
fu,climate change,2064,2.5808792654246817,market mixes
fu,climate change,2065,2.5839887458548874,market mixes
fu,climate change,2066,2.5819860739117453,market mixes
fu,climate change,2067,2.5799383635038047,market mixes
fu,climate change,2068,2.5800260166099207,market mixes
fu,climate change,2069,2.5799967665735117,market mixes
fu,climate change,2070,2.588909760946178,market mixes
fu,climate change,2071,2.565423521882042,market mixes
fu,climate change,2072,2.565426546072849,market mixes
fu,climate change,2073,2.550178223188098,market mixes
fu,climate change,2074,2.4818570397624926,market mixes
fu,climate change,2075,2.484174136242255,market mixes
fu,climate change,2076,2.4852036538858053,market mixes
fu,climate change,2077,2.4750570974713377,market mixes
fu,climate change,2078,2.4750862803279947,market mixes
fu,climate change,2079,2.469227549482344,market mixes
fu,climate change,2080,2.049027229390102,market mixes
fu,climate change,2081,2.050589377593122,market mixes
fu,climate change,2082,2.0508404595797773,market mixes
fu,climate change,2083,2.048578148906842,market mixes
fu,climate change,2084,2.0475505832696625,market mixes
fu,climate change,2085,2.0477831071395447,market mixes
fu,climate change,2086,2.0477576252040817,market mixes
fu,climate change,2087,2.045906348593197,market mixes
fu,climate change,2088,2.0447221458487137,market mixes
fu,climate change,2089,2.0448207941520655,market mixes
fu,climate change,2090,2.0453714877372144,market mixes
fu,climate change,2091,2.0453401290696105,market mixes
fu,climate change,2092,2.047684544189546,market mixes
fu,climate change,2093,2.047791072330642,market mixes
fu,climate change,2094,2.0478057036905226,market mixes
fu,climate change,2095,2.0475080049481473,market mixes
fu,climate change,2096,2.0475343261537344,market mixes
fu,climate change,2097,2.0356500341138237,market mixes
fu,climate change,2098,2.035858462384694,market mixes
fu,climate change,2099,2.0358424213448503,market mixes
fu,climate change,2100,2.0358537101515126,market mixes
fu,climate change,2101,2.0358729690520008,market mixes
fu,climate change,2102,2.0385231459761357,market mixes
fu,climate change,2103,2.0371018323131023,market mixes
fu,climate change,2104,2.0371017220850267,market mixes
fu,climate change,2105,2.028883358838937,market mixes
fu,climate change,2106,2.039861178017918,market mixes
fu,climate change,2107,2.0399462104284063,market mixes
fu,climate change,2108,2.0397981897224855,market mixes
fu,climate change,2109,2.039794134681858,market mixes
fu,climate change,2110,2.0397976385355703,market mixes
fu,climate change,2111,2.0402072140050715,market mixes
fu,climate change,2112,2.037705065888922,market mixes
fu,climate change,2113,2.037375694352144,market mixes
fu,climate change,2114,2.0385933085606407,market mixes
fu,climate change,2115,2.038624385021979,market mixes
fu,climate change,2116,2.038890769692788,market mixes
fu,climate change,2117,2.038516253200552,market mixes
fu,climate change,2118,2.0398455982644377,market mixes
fu,climate change,2119,2.0407478609865564,market mixes
fu,climate change,2120,2.0407478700076047,market mixes
fu,climate change,2121,2.0372579642442767,market mixes
fu,climate change,2122,2.0388059407450116,market mixes
fu,climate change,2123,2.039488819116507,market mixes
fu,climate change,2124,2.0394874796018994,market mixes
fu,climate change,2125,2.0426540286506536,market mixes
fu,climate change,2126,2.0440350590771232,market mixes
fu,climate change,2127,2.044033655173761,market mixes
fu,climate change,2128,2.0444572431349064,market mixes
fu,climate change,2129,2.0444601421715394,market mixes
fu,climate change,2130,2.0462983303018385,market mixes
fu,climate change,2131,2.0522491368155036,market mixes
fu,climate change,2132,2.0518375633923553,market mixes
fu,climate change,2133,2.0518464368657097,market mixes
fu,climate change,2134,2.0518587648839017,market mixes
fu,climate change,2135,2.051450722795376,market mixes
fu,climate change,2136,2.051438369489917,market mixes
fu,climate change,2137,2.048490430347953,market mixes
fu,climate change,2138,2.0492571731591873,market mixes
fu,climate change,2139,2.049257213030978,market mixes
fu,climate change,2140,2.0464250511626365,market mixes
fu,climate change,2141,2.047249659397496,market mixes
fu,climate change,2142,2.0472496595956367,market mixes
fu,climate change,2143,2.1358948157268998,market mixes
fu,climate change,2144,2.1358961603816375,market mixes
fu,climate change,2145,2.13485321029798,market mixes
fu,climate change,2146,2.127581865547411,market mixes
fu,climate change,2147,2.125462753774628,market mixes
fu,climate change,2148,2.132588341990689,market mixes
fu,climate change,2149,2.1357350264904813,market mixes
fu,climate change,2150,2.136216960595926,market mixes
fu,climate change,2151,2.136216960593908,market mixes
fu,climate change,2152,2.136911019533754,market mixes
fu,climate change,2153,2.137421658892605,market mixes
fu,climate change,2154,2.1378663506674904,market mixes
fu,climate change,2155,2.137386556894797,market mixes
fu,climate change,2156,2.1374549457228325,market mixes
fu,climate change,2157,2.137318767448971,market mixes
fu,climate change,2158,2.135439646522477,market mixes
fu,climate change,2159,2.1350836710183603,market mixes
fu,climate change,2160,2.1350437843021752,market mixes
fu,climate change,2161,2.1352878472111776,market mixes
fu,climate change,2162,2.135110941562301,market mixes
fu,climate change,2163,2.1355542560534584,market mixes
fu,climate change,2164,2.134541488351843,market mixes
fu,climate change,2165,2.136810611764787,market mixes
fu,climate change,2166,2.1315160638803934,market mixes
fu,climate change,2167,2.1315160633762225,market mixes
fu,climate change,2168,2.1297759301443118,market mixes
fu,climate change,2169,2.138825028242021,market mixes
fu,climate change,2170,2.139180376019637,market mixes
fu,climate change,2171,2.1393771192092967,market mixes
fu,climate change,2172,2.138796099954557,market mixes
fu,climate change,2173,2.1468677811065446,market mixes
fu,climate change,2174,2.143210594957997,market mixes
fu,climate change,2175,2.144028500777777,market mixes
fu,climate change,2176,2.144295897613501,market mixes
fu,climate change,2177,2.1259261616816363,market mixes
fu,climate change,2178,2.1270670860802565,market mixes
fu,climate change,2179,2.12707533538981,market mixes
fu,climate change,2180,2.1270752619186193,market mixes
fu,climate change,2181,2.1294121270187154,market mixes
fu,climate change,2182,2.12945930608766,market mixes
fu,climate change,2183,2.1307844055954597,market mixes
fu,climate change,2184,2.1528434591058185,market mixes
fu,climate change,2185,2.152816464926206,market mixes
fu,climate change,2186,2.1552064528643307,market mixes
fu,climate change,2187,2.1552063212307746,market mixes
fu,climate change,2188,2.1549288815844214,market mixes
fu,climate change,2189,2.155543868197199,market mixes
fu,climate change,2190,2.048833709090571,market mixes
fu,climate change,2191,2.0488225190790246,market mixes
fu,climate change,2192,2.0488225190937737,market mixes
fu,climate change,2193,2.051711333324855,market mixes
fu,climate change,2194,2.0514165877211425,market mixes
fu,climate change,2195,2.172621141984136,market mixes
fu,climate change,2196,2.173059774951316,market mixes
fu,climate change,2197,2.1788183599469657,market mixes
fu,climate change,2198,2.181093778409394,market mixes
fu,climate change,2199,2.1856527000902806,market mixes
fu,climate change,2200,2.1856920695788573,market mixes
fu,climate change,2201,2.1857463362841867,market mixes
fu,climate change,2202,2.1855249354366513,market mixes
fu,climate change,2203,2.1818833417810346,market mixes
fu,climate change,2204,2.182531883825348,market mixes
fu,climate change,2205,2.1741840696252597,market mixes
fu,climate change,2206,2.1719355931061486,market mixes
fu,climate change,2207,2.1719766772666724,market mixes
fu,climate change,2208,2.171332168826782,market mixes
fu,climate change,2209,2.171077258257817,market mixes
fu,climate change,2210,2.0142107280413217,market mixes
fu,climate change,2211,2.014850947013308,market mixes
fu,climate change,2212,2.0148509501302785,market mixes
fu,climate change,2213,2.011664253784989,market mixes
fu,climate change,2214,2.0112115808677813,market mixes
fu,climate change,2215,2.0115865926286625,market mixes
fu,climate change,2216,2.0249315205592695,market mixes
fu,climate change,2217,2.024932204498082,market mixes
fu,climate change,2218,2.024932377406264,market mixes
fu,climate change,2219,2.024932258420653,market mixes
fu,climate change,2220,2.0199478496164627,market mixes
fu,climate change,2221,2.0184701225703687,market mixes
fu,climate change,2222,2.011185048158156,market mixes
fu,climate change,2223,2.011150415827797,market mixes
fu,climate change,2224,2.011955676096085,market mixes
fu,climate change,2225,2.0133460520333566,market mixes
fu,climate change,2226,2.013346052032775,market mixes
fu,climate change,2227,2.0154578020730334,market mixes
fu,climate change,2228,2.015757155825858,market mixes
fu,climate change,2229,2.023341242085287,market mixes
fu,climate change,2230,2.023387568589079,market mixes
fu,climate change,2231,2.0357579507463788,market mixes
fu,climate change,2232,2.0357452385295502,market mixes
fu,climate change,2233,2.03659957879165,market mixes
fu,climate change,2234,2.0364112370144465,market mixes
fu,climate change,2235,2.037611286041887,market mixes
fu,climate change,2236,2.03763800242502,market mixes
fu,climate change,2237,2.037920360420075,market mixes
fu,climate change,2238,2.03793053224793,market mixes
fu,climate change,2239,2.0523847074487973,market mixes
fu,climate change,2240,2.0524854635529564,market mixes
fu,climate change,2241,2.053368690552062,market mixes
fu,climate change,2242,2.053289066898721,market mixes
fu,climate change,2243,2.0528891679766574,market mixes
fu,climate change,2244,2.0528837791984667,market mixes
fu,climate change,2245,2.05289412413409,market mixes
fu,climate change,2246,2.052400146539963,market mixes
fu,climate change,2247,2.0520876622139865,market mixes
fu,climate change,2248,2.06016116325529,market mixes
fu,climate change,2249,2.059622680347933,market mixes
fu,climate change,2250,2.0550371571014523,market mixes
fu,climate change,2251,2.0549886670720907,market mixes
fu,climate change,2252,2.0549904558965992,market mixes
fu,climate change,2253,2.056591049148791,market mixes
fu,climate change,2254,2.056298300240614,market mixes
fu,climate change,2255,2.056298300266973,market mixes
fu,climate change,2256,2.061584103508815,market mixes
fu,climate change,2257,2.0615945409322993,market mixes
fu,climate change,2258,2.227608567052333,market mixes
fu,climate change,2259,2.2275731699627115,market mixes
fu,climate change,2260,2.2221694447069873,market mixes
fu,climate change,2261,2.2226587231275006,market mixes
fu,climate change,2262,2.2226572913129803,market mixes
fu,climate change,2263,2.2222779113884474,market mixes
fu,climate change,2264,2.222607008791652,market mixes
fu,climate change,2265,2.2268565502670734,market mixes
fu,climate change,2266,2.226621277539199,market mixes
fu,climate change,2267,2.2263913485579185,market mixes
fu,climate change,2268,2.226340413999196,market mixes
fu,climate change,2269,2.2264249142342383,market mixes
fu,climate change,2270,2.2270175382040693,market mixes
fu,climate change,2271,2.227028536154607,market mixes
fu,climate change,2272,2.2267251261103245,market mixes
fu,climate change,2273,2.2265729271222514,market mixes
fu,climate change,2274,2.199741529254679,market mixes
fu,climate change,2275,2.1997415264956377,market mixes
fu,climate change,2276,2.1994294194893844,market mixes
fu,climate change,2277,2.2011843497507426,market mixes
fu,climate change,2278,2.2010675536079916,market mixes
fu,climate change,2279,2.2010674712795293,market mixes
fu,climate change,2280,2.1974717134546844,market mixes
fu,climate change,2281,2.197519462756204,market mixes
fu,climate change,2282,2.19708889945635,market mixes
fu,climate change,2283,2.196609276637095,market mixes
fu,climate change,2284,2.197031567648269,market mixes
fu,climate change,2285,2.1969015206181552,market mixes
fu,climate change,2286,2.1970391391547563,market mixes
fu,climate change,2287,2.1836620794088417,market mixes
fu,climate change,2288,2.177040931179438,market mixes
fu,climate change,2289,2.1725039366102172,market mixes
fu,climate change,2290,2.1726229299700233,market mixes
fu,climate change,2291,2.1759110105671158,market mixes
fu,climate change,2292,2.1759110103427948,market mixes
fu,climate change,2293,2.16693442720474,market mixes
fu,climate change,2294,2.1669276918880165,market mixes
fu,climate change,2295,2.1669263355548334,market mixes
fu,climate change,2296,2.167064099019775,market mixes
fu,climate change,2297,2.169383137703177,market mixes
fu,climate change,2298,2.1695554985624597,market mixes
fu,climate change,2299,2.1908978341358396,market mixes
fu,climate change,2300,2.1944254776037577,market mixes
fu,climate change,2301,2.194621149514355,market mixes
fu,climate change,2302,2.0525857746535423,market mixes
fu,climate change,2303,2.0523958324061766,market mixes
fu,climate change,2304,2.053063463934746,market mixes
fu,climate change,2305,2.0537704375656545,market mixes
fu,climate change,2306,2.0536779954248754,market mixes
fu,climate change,2307,2.0534119720076625,market mixes
fu,climate change,2308,2.0535405276791527,market mixes
fu,climate change,2309,2.113723523657496,market mixes
fu,climate change,2310,2.113395180767935,market mixes
fu,climate change,2311,2.1130611907825445,market mixes
fu,climate change,2312,2.113064271571281,market mixes
fu,climate change,2313,2.112874039879747,market mixes
fu,climate change,2314,2.1125354635844245,market mixes
fu,climate change,2315,2.111116932083113,market mixes
fu,climate change,2316,2.1105721760905425,market mixes
fu,climate change,2317,2.1108357598544814,market mixes
fu,climate change,2318,2.1108413047589165,market mixes
fu,climate change,2319,2.1108139098733782,market mixes
fu,climate change,2320,2.1108323480742635,market mixes
fu,climate change,2321,2.1108323480735574,market mixes
fu,climate change,2322,2.1108215130144177,market mixes
fu,climate change,2323,2.1122913847432416,market mixes
fu,climate change,2324,2.1128460050443354,market mixes
fu,climate change,2325,2.1129349716127117,market mixes
fu,climate change,2326,2.0969931137083133,market mixes
fu,climate change,2327,2.0968665183894704,market mixes
fu,climate change,2328,2.0959370386500975,market mixes
fu,climate change,2329,2.0988608987502646,market mixes
fu,climate change,2330,2.098708558046618,market mixes
fu,climate change,2331,2.09896980729072,market mixes
fu,climate change,2332,2.099168512695249,market mixes
fu,climate change,2333,2.099162610967663,market mixes
fu,climate change,2334,2.09855213935798,market mixes
fu,climate change,2335,2.098569185427285,market mixes
fu,climate change,2336,2.098581143245215,market mixes
fu,climate change,2337,2.0986677735833807,market mixes
fu,climate change,2338,2.0920424316703268,market mixes
fu,climate change,2339,2.0905831633063436,market mixes
fu,climate change,2340,2.0731929930126025,market mixes
fu,climate change,2341,2.0730850968412464,market mixes
fu,climate change,2342,2.0776256370129693,market mixes
fu,climate change,2343,2.0775854162797107,market mixes
fu,climate change,2344,2.077683569094117,market mixes
fu,climate change,2345,2.0776849268272777,market mixes
fu,climate change,2346,2.07769719565221,market mixes
fu,climate change,2347,2.0774093634513373,market mixes
fu,climate change,2348,2.078592039431506,market mixes
fu,climate change,2349,2.0794957366349247,market mixes
fu,climate change,2350,2.080549403517836,market mixes
fu,climate change,2351,2.0787786174467873,market mixes
fu,climate change,2352,2.0787354315102182,market mixes
fu,climate change,2353,2.078813808535019,market mixes
fu,climate change,2354,2.0788369934216737,market mixes
fu,climate change,2355,2.0788946603705294,market mixes
fu,climate change,2356,2.078376656186414,market mixes
fu,climate change,2357,2.0762906136723567,market mixes
fu,climate change,2358,2.076346048269975,market mixes
fu,climate change,2359,2.076317616440803,market mixes
fu,climate change,2360,2.0762975212039843,market mixes
fu,climate change,2361,2.075833109528508,market mixes
fu,climate change,2362,2.0757676181743494,market mixes
fu,climate change,2363,2.0757132004666503,market mixes
fu,climate change,2364,2.075731882114091,market mixes
fu,climate change,2365,2.0679010966776716,market mixes
fu,climate change,2366,2.067860848966209,market mixes
fu,climate change,2367,2.0655025468327985,market mixes
fu,climate change,2368,2.065504449986653,market mixes
fu,climate change,2369,2.0655054431347706,market mixes
fu,climate change,2370,2.0655473148163233,market mixes
fu,climate change,2371,2.0659564572791234,market mixes
fu,climate change,2372,2.065782496891209,market mixes
fu,climate change,2373,2.065437119287043,market mixes
fu,climate change,2374,2.0651850032268833,market mixes
fu,climate change,2375,2.067182871061381,market mixes
fu,climate change,2376,2.0667728178919345,market mixes
fu,climate change,2377,2.066820303290835,market mixes
fu,climate change,2378,2.0673077080624873,market mixes
fu,climate change,2379,2.0679119434150848,market mixes
fu,climate change,2380,2.0670644548820123,market mixes
fu,climate change,2381,2.0670005866228367,market mixes
fu,climate change,2382,2.067015950152922,market mixes
fu,climate change,2383,2.067005911449826,market mixes
fu,climate change,2384,2.0670059114947725,market mixes
fu,climate change,2385,2.0669352630452558,market mixes
fu,climate change,2386,2.0669352261291216,market mixes
fu,climate change,2387,2.1128378840222504,market mixes
fu,climate change,2388,2.113104612281323,market mixes
fu,climate change,2389,2.1125743201962854,market mixes
fu,climate change,2390,2.11264693973105,market mixes
fu,climate change,2391,2.1091439014667905,market mixes
fu,climate change,2392,2.1091146097540165,market mixes
fu,climate change,2393,2.1099886069943006,market mixes
fu,climate change,2394,2.109904254805098,market mixes
fu,climate change,2395,2.10947402682895,market mixes
fu,climate change,2396,2.109508104934161,market mixes
fu,climate change,2397,2.1093002751347862,market mixes
fu,climate change,2398,2.109031519936499,market mixes
fu,climate change,2399,2.109114734728871,market mixes
fu,climate change,2400,2.109116448618286,market mixes
fu,climate change,2401,2.1088328471400577,market mixes
fu,climate change,2402,2.1084104007486295,market mixes
fu,climate change,2403,2.108334517110914,market mixes
fu,climate change,2404,2.110519731179378,market mixes
fu,climate change,2405,2.1105794915117846,market mixes
fu,climate change,2406,2.1105988985534365,market mixes
fu,climate change,2407,2.1100638603803943,market mixes
fu,climate change,2408,2.1106257038493292,market mixes
fu,climate change,2409,2.110895004462947,market mixes
fu,climate change,2410,2.111607353065468,market mixes
fu,climate change,2411,2.1115873053815517,market mixes
fu,climate change,2412,2.1022846316315067,market mixes
fu,climate change,2413,2.10273297007391,market mixes
fu,climate change,2414,2.101962784353351,market mixes
fu,climate change,2415,2.100805749458525,market mixes
fu,climate change,2416,2.1002846155650583,market mixes
fu,climate change,2417,2.0921787782496026,market mixes
fu,climate change,2418,2.092783562441231,market mixes
fu,climate change,2419,2.0927835624435946,market mixes
fu,climate change,2420,2.09278352986374,market mixes
fu,climate change,2421,2.093111019142175,market mixes
fu,climate change,2422,2.093674477368328,market mixes
fu,climate change,2423,2.093777082308747,market mixes
fu,climate change,2424,1.943097898520233,market mixes
fu,climate change,2425,1.9431006692109765,market mixes
fu,climate change,2426,1.9431225113422388,market mixes
fu,climate change,2427,1.9433421433787152,market mixes
fu,climate change,2428,1.9460373450896769,market mixes
fu,climate change,2429,1.9451700137492582,market mixes
fu,climate change,2430,1.9451700155008367,market mixes
fu,climate change,2431,1.9448868649855837,market mixes
fu,climate change,2432,1.9419855858079793,market mixes
fu,climate change,2433,1.9419863252349627,market mixes
fu,climate change,2434,1.9419977339044634,market mixes
fu,climate change,2435,1.942022903006683,market mixes
fu,climate change,2436,1.942022903082868,market mixes
fu,climate change,2437,1.9419242036194853,market mixes
fu,climate change,2438,1.941891894906235,market mixes
fu,climate change,2439,1.9421832399414052,market mixes
fu,climate change,2440,1.9421832398331498,market mixes
fu,climate change,2441,1.9405745773728036,market mixes
fu,climate change,2442,1.939623214772439,market mixes
fu,climate change,2443,1.939654587021697,market mixes
fu,climate change,2444,1.9401126476429484,market mixes
fu,climate change,2445,1.9407247522582702,market mixes
fu,climate change,2446,1.9398534573854531,market mixes
fu,climate change,2447,1.9398687240362416,market mixes
fu,climate change,2448,1.9403349149533726,market mixes
fu,climate change,2449,1.9387492425035209,market mixes
fu,climate change,2450,1.9381278400934239,market mixes
fu,climate change,2451,1.9405657024373062,market mixes
fu,climate change,2452,1.940566145889968,market mixes
fu,climate change,2453,1.9406712387411749,market mixes
fu,climate change,2454,1.9404657317668381,market mixes
fu,climate change,2455,1.9404786067810464,market mixes
fu,climate change,2456,1.940371244870591,market mixes
fu,climate change,2457,1.9398739906088216,market mixes
fu,climate change,2458,1.9396173972935227,market mixes
fu,climate change,2459,1.9396064526616597,market mixes
fu,climate change,2460,1.9396425761374605,market mixes
fu,climate change,2461,1.9396819793978652,market mixes
fu,climate change,2462,2.000937370979511,market mixes
fu,climate change,2463,1.9983604657604241,market mixes
fu,climate change,2464,1.9976338720054982,market mixes
fu,climate change,2465,1.9976209177838193,market mixes
fu,climate change,2466,1.9981620370845576,market mixes
fu,climate change,2467,1.9981620369779922,market mixes
fu,climate change,2468,1.9939837245539804,market mixes
fu,climate change,2469,1.9867502059347144,market mixes
fu,climate change,2470,2.037857247642157,market mixes
fu,climate change,2471,2.037695270572794,market mixes
fu,climate change,2472,2.0378136406612297,market mixes
fu,climate change,2473,2.036326511593219,market mixes
fu,climate change,2474,2.0355228209991156,market mixes
fu,climate change,2475,2.0367689022938182,market mixes
fu,climate change,2476,2.0363674169709363,market mixes
fu,climate change,2477,2.0368248360539294,market mixes
fu,climate change,2478,2.0367577351475203,market mixes
fu,climate change,2479,2.0367572760637818,market mixes
fu,climate change,2480,2.037935153180875,market mixes
fu,climate change,2481,2.0374058737324554,market mixes
fu,climate change,2482,2.0372579437082776,market mixes
fu,climate change,2483,2.0333811196517435,market mixes
fu,climate change,2484,2.029814805643361,market mixes
fu,climate change,2485,2.0297882725378367,market mixes
fu,climate change,2486,2.030268633152593,market mixes
fu,climate change,2487,2.0293536434194523,market mixes
fu,climate change,2488,2.023072267230498,market mixes
fu,climate change,2489,2.0216203404621833,market mixes
fu,climate change,2490,2.0216063354615588,market mixes
fu,climate change,2491,2.0216139023304205,market mixes
fu,climate change,2492,2.025043340851348,market mixes
fu,climate change,2493,2.0245541202580473,market mixes
fu,climate change,2494,2.024547165755505,market mixes
fu,climate change,2495,2.0245471662846013,market mixes
fu,climate change,2496,2.0245445771273696,market mixes
fu,climate change,2497,2.026550969232275,market mixes
fu,climate change,2498,2.026583656980549,market mixes
fu,climate change,2499,2.026589331455727,market mixes
fu,climate change,2500,2.026717118874931,market mixes
fu,climate change,2501,2.0267171048974526,market mixes
fu,climate change,2502,2.0270105318892,market mixes
fu,climate change,2503,2.3759410795845444,market mixes
fu,climate change,2504,2.3759410795674185,market mixes
fu,climate change,2505,2.37579349282534,market mixes
fu,climate change,2506,2.35995524847506,market mixes
fu,climate change,2507,2.3605678203283444,market mixes
fu,climate change,2508,2.3685383879061552,market mixes
fu,climate change,2509,2.368482487437684,market mixes
fu,climate change,2510,2.369054432877232,market mixes
fu,climate change,2511,2.3650749298117004,market mixes
fu,climate change,2512,2.3691647500260724,market mixes
fu,climate change,2513,2.388975655244311,market mixes
fu,climate change,2514,2.3890484121596742,market mixes
fu,climate change,2515,2.3889762095307105,market mixes
fu,climate change,2516,2.38934196729342,market mixes
fu,climate change,2517,2.390105849031572,market mixes
fu,climate change,2518,2.445570069055173,market mixes
fu,climate change,2519,2.4454473541130946,market mixes
fu,climate change,2520,2.4442737990767265,market mixes
fu,climate change,2521,2.443991530298126,market mixes
fu,climate change,2522,2.445554697800656,market mixes
fu,climate change,2523,2.444328806133467,market mixes
fu,climate change,2524,2.447270422510466,market mixes
fu,climate change,2525,2.449132680728571,market mixes
fu,climate change,2526,2.449132681343079,market mixes
fu,climate change,2527,2.4291545071112237,market mixes
fu,climate change,2528,2.429155780908551,market mixes
fu,climate change,2529,2.4288348568646967,market mixes
fu,climate change,2530,2.4289216359607235,market mixes
fu,climate change,2531,2.428837580093647,market mixes
fu,climate change,2532,2.428880212894667,market mixes
fu,climate change,2533,2.4229326973851153,market mixes
fu,climate change,2534,2.4229245132656088,market mixes
fu,climate change,2535,2.422975787476988,market mixes
fu,climate change,2536,2.4229757874681277,market mixes
fu,climate change,2537,2.422932561225579,market mixes
fu,climate change,2538,2.423138301272359,market mixes
fu,climate change,2539,2.4235934969013426,market mixes
fu,climate change,2540,2.423312034485583,market mixes
fu,climate change,2541,2.423555173219988,market mixes
fu,climate change,2542,2.4229603238333253,market mixes
fu,climate change,2543,2.4224914045497847,market mixes
fu,climate change,2544,2.4388315874419852,market mixes
fu,climate change,2545,2.4389253254219923,market mixes
fu,climate change,2546,2.438883442881426,market mixes
fu,climate change,2547,2.4426939351376675,market mixes
fu,climate change,2548,2.443024896397274,market mixes
fu,climate change,2549,2.4420499257065287,market mixes
fu,climate change,2550,2.435883674849549,market mixes
fu,climate change,2551,2.3865274094411997,market mixes
fu,climate change,2552,2.3865277619167045,market mixes
fu,climate change,2553,2.3865160552897717,market mixes
fu,climate change,2554,2.3841852474198992,market mixes
fu,climate change,2555,2.409762748732402,market mixes
fu,climate change,2556,2.4086564993813164,market mixes
fu,climate change,2557,2.413912505312526,market mixes
fu,climate change,2558,2.185277121616753,market mixes
fu,climate change,2559,2.185576147304068,market mixes
fu,climate change,2560,2.185238794150066,market mixes
fu,climate change,2561,2.184580233721799,market mixes
fu,climate change,2562,2.1845802320812,market mixes
fu,climate change,2563,2.1837496344177665,market mixes
fu,climate change,2564,2.1848440435683805,market mixes
fu,climate change,2565,2.184757307986639,market mixes
fu,climate change,2566,2.1848405790451757,market mixes
fu,climate change,2567,2.18465629254472,market mixes
fu,climate change,2568,2.184656292540671,market mixes
fu,climate change,2569,2.184618366577908,market mixes
fu,climate change,2570,2.1879333581107807,market mixes
fu,climate change,2571,2.1878104918742234,market mixes
fu,climate change,2572,2.1879590219673917,market mixes
fu,climate change,2573,2.1878250233411474,market mixes
fu,climate change,2574,2.187879888001073,market mixes
fu,climate change,2575,2.187929776744654,market mixes
fu,climate change,2576,2.1879329163687093,market mixes
fu,climate change,2577,2.186123504304048,market mixes
fu,climate change,2578,2.186304264456538,market mixes
fu,climate change,2579,2.1861743992030975,market mixes
fu,climate change,2580,2.193727482051364,market mixes
fu,climate change,2581,2.1938006671731465,market mixes
fu,climate change,2582,2.193859730259318,market mixes
fu,climate change,2583,2.1938147526303506,market mixes
fu,climate change,2584,2.1951688856834872,market mixes
fu,climate change,2585,2.194656554579784,market mixes
fu,climate change,2586,2.1946638863873495,market mixes
fu,climate change,2587,2.194530685493716,market mixes
fu,climate change,2588,2.1943879106769897,market mixes
fu,climate change,2589,2.19440561188265,market mixes
fu,climate change,2590,2.1943020915420286,market mixes
fu,climate change,2591,2.1944139716771476,market mixes
fu,climate change,2592,2.194395999771839,market mixes
fu,climate change,2593,2.1942481808185104,market mixes
fu,climate change,2594,2.1942470824287468,market mixes
fu,climate change,2595,2.201092753172993,market mixes
fu,climate change,2596,2.200732431478669,market mixes
fu,climate change,2597,2.200504834735948,market mixes
fu,climate change,2598,2.2034831823218957,market mixes
fu,climate change,2599,2.203580100325874,market mixes
fu,climate change,2600,2.3414842870867836,market mixes
fu,climate change,2601,2.3414842875960877,market mixes
fu,climate change,2602,2.343434008969946,market mixes
fu,climate change,2603,2.3480267713943586,market mixes
fu,climate change,2604,2.361242538427845,market mixes
fu,climate change,2605,2.3612382950410584,market mixes
fu,climate change,2606,2.3621430427777312,market mixes
fu,climate change,2607,2.355263839613745,market mixes
fu,climate change,2608,2.3557270758491544,market mixes
fu,climate change,2609,2.356626475708982,market mixes
fu,climate change,2610,2.3565704305629342,market mixes
fu,climate change,2611,2.356007776907211,market mixes
